label_history,accuracy_history
20,0.4415999948978424
30,0.4293999969959259
40,0.5471000075340271
50,0.5605999827384949
60,0.6162999868392944
70,0.6628999710083008
80,0.7376000285148621
90,0.6840999722480774
100,0.7149999737739563
110,0.6769999861717224
120,0.7430999875068665
130,0.779699981212616
140,0.7792999744415283
150,0.8079000115394592
160,0.8015999794006348
170,0.8083999752998352
180,0.8299000263214111
190,0.8252000212669373
200,0.8568999767303467
210,0.8454999923706055
220,0.8783000111579895
230,0.8644000291824341
240,0.8860999941825867
250,0.8830999732017517
260,0.8791999816894531
270,0.8745999932289124
280,0.8690000176429749
290,0.883899986743927
300,0.890500009059906
310,0.8942999839782715
320,0.8738999962806702
330,0.8899999856948853
340,0.8788999915122986
350,0.8878999948501587
360,0.9071999788284302
370,0.9010000228881836
380,0.904699981212616
390,0.9017000198364258
400,0.9089000225067139
410,0.9185000061988831
