label_history,accuracy_history
20,0.51419997215271
30,0.5708000063896179
40,0.5410000085830688
50,0.611299991607666
60,0.6542999744415283
70,0.7070000171661377
80,0.7810999751091003
90,0.7838000059127808
100,0.8003000020980835
110,0.7809000015258789
120,0.8259000182151794
130,0.8604999780654907
140,0.8848999738693237
150,0.8784999847412109
160,0.8873000144958496
170,0.9070000052452087
180,0.8867999911308289
190,0.89410001039505
200,0.9017000198364258
210,0.916100025177002
220,0.9120000004768372
230,0.8960000276565552
240,0.920199990272522
250,0.9172999858856201
260,0.9110000133514404
270,0.9289000034332275
280,0.9348999857902527
290,0.9347000122070312
300,0.9420999884605408
310,0.9417999982833862
320,0.9415000081062317
330,0.9485999941825867
340,0.9452999830245972
350,0.9544000029563904
360,0.9488999843597412
370,0.9553999900817871
380,0.949999988079071
390,0.9549000263214111
400,0.9578999876976013
410,0.9580000042915344
420,0.9577999711036682
430,0.9627000093460083
440,0.9613000154495239
450,0.9520999789237976
460,0.9596999883651733
470,0.9609000086784363
480,0.9611999988555908
490,0.9656000137329102
500,0.9616000056266785
510,0.9642999768257141
520,0.9610999822616577
530,0.9653000235557556
540,0.9625999927520752
550,0.9678000211715698
560,0.9679999947547913
570,0.9642000198364258
580,0.9702000021934509
590,0.968999981880188
600,0.9717000126838684
610,0.9688000082969666
620,0.9731000065803528
630,0.9682000279426575
640,0.972000002861023
650,0.9731000065803528
660,0.9681000113487244
670,0.9722999930381775
680,0.9703999757766724
690,0.972000002861023
700,0.9708999991416931
710,0.9753000140190125
720,0.9732000231742859
730,0.974399983882904
740,0.9722999930381775
750,0.9764000177383423
760,0.9721999764442444
770,0.9746999740600586
780,0.9750000238418579
790,0.9732999801635742
800,0.9753999710083008
810,0.9745000004768372
820,0.9765999913215637
830,0.973800003528595
840,0.9789999723434448
850,0.9782999753952026
860,0.9731000065803528
870,0.979200005531311
880,0.9769999980926514
890,0.9696999788284302
900,0.977400004863739
910,0.9714999794960022
920,0.9793999791145325
930,0.9746000170707703
940,0.9789999723434448
950,0.9796000123023987
960,0.9789999723434448
970,0.9810000061988831
980,0.9772999882698059
990,0.970300018787384
1000,0.975600004196167
1010,0.9807999730110168
