label_history,accuracy_history
20,0.35339999198913574
30,0.4860000014305115
40,0.5404999852180481
50,0.5720000267028809
60,0.6484000086784363
70,0.6468999981880188
80,0.6783000230789185
90,0.7214999794960022
100,0.6809999942779541
110,0.760200023651123
120,0.7700999975204468
130,0.7723000049591064
140,0.7925000190734863
150,0.7735000252723694
160,0.8396000266075134
170,0.8327999711036682
180,0.8065999746322632
190,0.8174999952316284
200,0.8201000094413757
210,0.8382999897003174
220,0.8385000228881836
230,0.8616999983787537
240,0.8733000159263611
250,0.8830999732017517
260,0.8622000217437744
270,0.8845999836921692
280,0.8938999772071838
290,0.875
300,0.8751999735832214
310,0.9010999798774719
320,0.892300009727478
330,0.886900007724762
340,0.9021000266075134
350,0.9025999903678894
360,0.8794999718666077
370,0.8950999975204468
380,0.8953999876976013
390,0.9103999733924866
400,0.9229999780654907
410,0.9031000137329102
