label_history,accuracy_history
20,0.45190000534057617
30,0.5138000249862671
40,0.5031999945640564
50,0.576200008392334
60,0.6347000002861023
70,0.6244999766349792
80,0.7253000140190125
90,0.73089998960495
100,0.7774999737739563
110,0.8119000196456909
120,0.822700023651123
130,0.833299994468689
140,0.8367000222206116
150,0.8492000102996826
160,0.8662999868392944
170,0.8693000078201294
180,0.857200026512146
190,0.8640000224113464
200,0.8841000199317932
210,0.8705999851226807
220,0.8827000260353088
230,0.8781999945640564
240,0.8955000042915344
250,0.8738999962806702
260,0.8989999890327454
270,0.8827999830245972
280,0.9110000133514404
290,0.8989999890327454
300,0.9064000248908997
310,0.909600019454956
320,0.9110000133514404
330,0.9132999777793884
340,0.9243999719619751
350,0.9284999966621399
360,0.920799970626831
370,0.9221000075340271
380,0.9350000023841858
390,0.9236999750137329
400,0.9386000037193298
410,0.9307000041007996
420,0.9251000285148621
430,0.9266999959945679
440,0.925000011920929
450,0.9340999722480774
460,0.9315999746322632
470,0.9312999844551086
480,0.9376999735832214
490,0.9323999881744385
500,0.9271000027656555
510,0.933899998664856
520,0.9343000054359436
530,0.9332000017166138
540,0.9417999982833862
550,0.9347000122070312
560,0.9409000277519226
570,0.9375
580,0.944100022315979
590,0.9368000030517578
600,0.9354000091552734
610,0.9412999749183655
620,0.9369000196456909
630,0.9325000047683716
640,0.9412000179290771
650,0.9340000152587891
660,0.9372000098228455
670,0.9332000017166138
680,0.9408000111579895
690,0.9448000192642212
700,0.9384999871253967
710,0.9449999928474426
720,0.9455999732017517
730,0.951200008392334
740,0.9452000260353088
750,0.9448999762535095
760,0.9442999958992004
770,0.9426000118255615
780,0.9417999982833862
790,0.9519000053405762
800,0.9469000101089478
810,0.9524000287055969
820,0.9455000162124634
830,0.9478999972343445
840,0.9560999870300293
850,0.9458000063896179
860,0.947700023651123
870,0.9484000205993652
880,0.95169997215271
890,0.9480999708175659
900,0.9524999856948853
910,0.9520000219345093
920,0.9487000107765198
930,0.9514999985694885
940,0.95660001039505
950,0.9542999863624573
960,0.9538999795913696
970,0.9490000009536743
980,0.9488000273704529
990,0.9520999789237976
1000,0.9560999870300293
1010,0.9559999704360962
