label_history,accuracy_history
20,0.3668999969959259
30,0.45410001277923584
40,0.5307000279426575
50,0.5952000021934509
60,0.5863000154495239
70,0.6043999791145325
80,0.7002000212669373
90,0.7042999863624573
100,0.7613000273704529
110,0.7281000018119812
120,0.753000020980835
130,0.7771000266075134
140,0.8518000245094299
150,0.8260999917984009
160,0.8281000256538391
170,0.8626000285148621
180,0.8597000241279602
190,0.878000020980835
200,0.8920999765396118
210,0.9039000272750854
220,0.9031999707221985
230,0.9164999723434448
240,0.9168000221252441
250,0.9246000051498413
260,0.9204000234603882
270,0.9247000217437744
280,0.9311000108718872
290,0.9315000176429749
300,0.9283999800682068
310,0.942799985408783
320,0.9516000151634216
330,0.942799985408783
340,0.9417999982833862
350,0.9498999714851379
360,0.9495999813079834
370,0.9470000267028809
380,0.9517999887466431
390,0.9503999948501587
400,0.9556000232696533
410,0.9559999704360962
420,0.9598000049591064
430,0.9610000252723694
440,0.9546999931335449
450,0.961899995803833
460,0.960099995136261
470,0.9605000019073486
480,0.9553999900817871
490,0.953499972820282
500,0.9674000144004822
510,0.9661999940872192
520,0.9659000039100647
530,0.9692999720573425
540,0.9670000076293945
550,0.9617000222206116
560,0.9736999869346619
570,0.9674999713897705
580,0.9725000262260437
590,0.9652000069618225
600,0.9710999727249146
610,0.9648000001907349
620,0.9760000109672546
630,0.9660000205039978
640,0.9693999886512756
650,0.972000002861023
660,0.9732000231742859
670,0.9699000120162964
680,0.973800003528595
690,0.9764000177383423
700,0.9760000109672546
710,0.9757999777793884
720,0.973800003528595
730,0.9721999764442444
740,0.9782999753952026
750,0.9706000089645386
760,0.9779000282287598
770,0.9749000072479248
780,0.9775000214576721
790,0.9789000153541565
800,0.9757999777793884
810,0.9760000109672546
820,0.9789000153541565
830,0.9768999814987183
840,0.9745000004768372
850,0.977400004863739
860,0.9768999814987183
870,0.9769999980926514
880,0.9779999852180481
890,0.9811000227928162
900,0.9782000184059143
910,0.9794999957084656
920,0.9803000092506409
930,0.98089998960495
940,0.9807000160217285
950,0.9796000123023987
960,0.9807000160217285
970,0.9782999753952026
980,0.9825000166893005
990,0.9810000061988831
1000,0.979200005531311
1010,0.98089998960495
