label_history,accuracy_history
20,0.5834000110626221
30,0.6398000121116638
40,0.683899998664856
50,0.7231000065803528
60,0.7134000062942505
70,0.7387999892234802
80,0.7720000147819519
90,0.789900004863739
100,0.7965999841690063
110,0.8220999836921692
120,0.8194000124931335
130,0.8514000177383423
140,0.8567000031471252
150,0.8571000099182129
160,0.8471999764442444
170,0.8621000051498413
180,0.8504999876022339
190,0.8697999715805054
200,0.8774999976158142
210,0.8762999773025513
220,0.8797000050544739
230,0.8855999708175659
240,0.8877999782562256
250,0.8934000134468079
260,0.8730999827384949
270,0.8986999988555908
280,0.9000999927520752
290,0.9017000198364258
300,0.9035000205039978
310,0.8992000222206116
320,0.9132000207901001
330,0.9078999757766724
340,0.9226999878883362
350,0.9205999970436096
360,0.9205999970436096
370,0.9204000234603882
380,0.9192000031471252
390,0.9193000197410583
400,0.9212999939918518
410,0.9359999895095825
420,0.9309999942779541
430,0.934499979019165
440,0.9373999834060669
450,0.9254000186920166
460,0.9230999946594238
470,0.9388999938964844
480,0.9228000044822693
490,0.9372000098228455
500,0.9351999759674072
510,0.9431999921798706
520,0.9402999877929688
530,0.9397000074386597
540,0.9422000050544739
550,0.9337999820709229
560,0.942799985408783
570,0.9413999915122986
580,0.9280999898910522
590,0.9458000063896179
600,0.9394999742507935
610,0.9279999732971191
620,0.9441999793052673
630,0.9376999735832214
640,0.9463000297546387
650,0.9480999708175659
660,0.949999988079071
670,0.9498999714851379
680,0.9537000060081482
690,0.9506999850273132
700,0.9505000114440918
710,0.9419999718666077
720,0.9521999955177307
730,0.9492999911308289
740,0.9505000114440918
750,0.9506000280380249
760,0.9521999955177307
770,0.9521999955177307
780,0.9534000158309937
790,0.9545999765396118
800,0.9552000164985657
810,0.9567999839782715
820,0.9477999806404114
830,0.9580000042915344
840,0.9531000256538391
850,0.9546999931335449
860,0.9573000073432922
870,0.9555000066757202
880,0.9532999992370605
890,0.9553999900817871
900,0.9519000053405762
910,0.9577999711036682
920,0.9523000121116638
930,0.9538000226020813
940,0.9589999914169312
950,0.953000009059906
960,0.9559999704360962
970,0.9599999785423279
980,0.9560999870300293
990,0.960099995136261
1000,0.9585000276565552
1010,0.9542999863624573
