label_history,accuracy_history
20,0.46000000834465027
30,0.4438999891281128
40,0.48559999465942383
50,0.5751000046730042
60,0.6879000067710876
70,0.7361000180244446
80,0.7875999808311462
90,0.7825999855995178
100,0.8118000030517578
110,0.8479999899864197
120,0.833299994468689
130,0.8496000170707703
140,0.8396000266075134
150,0.871999979019165
160,0.8848999738693237
170,0.8946999907493591
180,0.8927000164985657
190,0.9075000286102295
200,0.9092000126838684
210,0.9259999990463257
220,0.9208999872207642
230,0.9289000034332275
240,0.9377999901771545
250,0.9444000124931335
260,0.932200014591217
270,0.944100022315979
280,0.9416000247001648
290,0.9412999749183655
300,0.9466000199317932
310,0.9434000253677368
320,0.9541000127792358
330,0.9526000022888184
340,0.9506000280380249
350,0.9545999765396118
360,0.951200008392334
370,0.953000009059906
380,0.9593999981880188
390,0.9578999876976013
400,0.9607999920845032
410,0.9580000042915344
420,0.9593999981880188
430,0.9599999785423279
440,0.957099974155426
450,0.9627000093460083
460,0.9617000222206116
470,0.9587000012397766
480,0.9592000246047974
490,0.963699996471405
500,0.9674000144004822
510,0.9632999897003174
520,0.964900016784668
530,0.9681000113487244
540,0.9674000144004822
550,0.9685999751091003
560,0.9703999757766724
570,0.9682999849319458
580,0.9678999781608582
590,0.9675999879837036
600,0.9567999839782715
610,0.9733999967575073
620,0.9629999995231628
630,0.9682999849319458
640,0.973800003528595
650,0.9715999960899353
660,0.9739999771118164
670,0.9695000052452087
680,0.9731000065803528
690,0.9775000214576721
700,0.9714999794960022
710,0.9746999740600586
720,0.9742000102996826
730,0.9753999710083008
740,0.975600004196167
750,0.9778000116348267
760,0.9785000085830688
770,0.9803000092506409
780,0.9781000018119812
790,0.9807000160217285
800,0.9776999950408936
810,0.9731000065803528
820,0.9783999919891357
830,0.9797999858856201
840,0.9807999730110168
850,0.9797000288963318
860,0.9811999797821045
870,0.9815000295639038
880,0.9811999797821045
890,0.9803000092506409
900,0.980400025844574
910,0.9839000105857849
920,0.9789000153541565
930,0.9799000024795532
940,0.98089998960495
950,0.9790999889373779
960,0.9779999852180481
970,0.9848999977111816
980,0.982699990272522
990,0.9810000061988831
1000,0.9829000234603882
1010,0.9815000295639038
