label_history,accuracy_history
20,0.43549999594688416
30,0.5577999949455261
40,0.6560999751091003
50,0.7177000045776367
60,0.7364000082015991
70,0.738099992275238
80,0.7749000191688538
90,0.7972999811172485
100,0.784600019454956
110,0.8112999796867371
120,0.8425999879837036
130,0.8190000057220459
140,0.853600025177002
150,0.8357999920845032
160,0.8422999978065491
170,0.8536999821662903
180,0.8562999963760376
190,0.8690000176429749
200,0.8715999722480774
210,0.876800000667572
220,0.8755999803543091
230,0.8568000197410583
240,0.8708999752998352
250,0.8769000172615051
260,0.8809000253677368
270,0.8931000232696533
280,0.8974999785423279
290,0.9061999917030334
300,0.9133999943733215
310,0.9021999835968018
320,0.9031999707221985
330,0.9093999862670898
340,0.9057999849319458
350,0.9020000100135803
360,0.907800018787384
370,0.9133999943733215
380,0.9175999760627747
390,0.9089999794960022
400,0.9175000190734863
410,0.9176999926567078
420,0.9077000021934509
430,0.9193000197410583
440,0.9125999808311462
450,0.9236000180244446
460,0.9114000201225281
470,0.9225000143051147
480,0.9236000180244446
490,0.9226999878883362
500,0.9244999885559082
510,0.9320999979972839
520,0.9368000030517578
530,0.9229000210762024
540,0.9323999881744385
550,0.934499979019165
560,0.9319999814033508
570,0.9308000206947327
580,0.9350000023841858
590,0.9373000264167786
600,0.9376000165939331
610,0.9369000196456909
620,0.9348000288009644
630,0.9370999932289124
640,0.9409000277519226
650,0.9336000084877014
660,0.9455999732017517
670,0.9422000050544739
680,0.946399986743927
690,0.9463000297546387
700,0.9448999762535095
710,0.9462000131607056
720,0.9448999762535095
730,0.9390000104904175
740,0.9413999915122986
750,0.9491000175476074
760,0.9509999752044678
770,0.9422000050544739
780,0.9510999917984009
790,0.9473000168800354
800,0.9453999996185303
810,0.9466999769210815
820,0.951200008392334
830,0.9509999752044678
840,0.9495000243186951
850,0.9549999833106995
860,0.9498000144958496
870,0.9516000151634216
880,0.9537000060081482
890,0.9487000107765198
900,0.948199987411499
910,0.9509999752044678
920,0.9567999839782715
930,0.9416000247001648
940,0.9495000243186951
950,0.9508000016212463
960,0.9524999856948853
970,0.9546999931335449
980,0.9624999761581421
990,0.9549999833106995
1000,0.9549999833106995
1100,0.9549999833106995
