label_history,accuracy_history
20,0.3718999922275543
30,0.5217999815940857
40,0.5895000100135803
50,0.5677000284194946
60,0.6065000295639038
70,0.6678000092506409
80,0.7172999978065491
90,0.7613000273704529
100,0.7203999757766724
110,0.7713000178337097
120,0.7705000042915344
130,0.7444999814033508
140,0.8032000064849854
150,0.800000011920929
160,0.8183000087738037
170,0.7800999879837036
180,0.8230999708175659
190,0.8610000014305115
200,0.8228999972343445
210,0.8400999903678894
220,0.8641999959945679
230,0.8381999731063843
240,0.8621000051498413
250,0.8661999702453613
260,0.8835999965667725
270,0.8847000002861023
280,0.8702999949455261
290,0.8797000050544739
300,0.8745999932289124
310,0.8646000027656555
320,0.8906999826431274
330,0.8859999775886536
340,0.8784000277519226
350,0.9003000259399414
360,0.8899999856948853
370,0.8780999779701233
380,0.90420001745224
390,0.8808000087738037
400,0.8847000002861023
410,0.896399974822998
