label_history,accuracy_history
20,0.42480000853538513
30,0.48339998722076416
40,0.5745999813079834
50,0.6105999946594238
60,0.6421999931335449
70,0.6855999827384949
80,0.6977999806404114
90,0.7321000099182129
100,0.7847999930381775
110,0.7888000011444092
120,0.7742999792098999
130,0.8069999814033508
140,0.859000027179718
150,0.8716999888420105
160,0.8889999985694885
170,0.9111999869346619
180,0.8917999863624573
190,0.910099983215332
200,0.9099000096321106
210,0.9122999906539917
220,0.9251000285148621
230,0.9176999926567078
240,0.9368000030517578
250,0.942799985408783
260,0.9298999905586243
270,0.9283000230789185
280,0.9395999908447266
290,0.9368000030517578
300,0.9559000134468079
310,0.9477999806404114
320,0.9559999704360962
330,0.9444000124931335
340,0.9573000073432922
350,0.9552000164985657
360,0.953499972820282
370,0.9539999961853027
380,0.9569000005722046
390,0.9629999995231628
400,0.9617000222206116
410,0.9653000235557556
420,0.9593999981880188
430,0.9631999731063843
440,0.9563000202178955
450,0.9621000289916992
460,0.9678999781608582
470,0.9690999984741211
480,0.965499997138977
490,0.965499997138977
500,0.9677000045776367
510,0.9692000150680542
520,0.9699000120162964
530,0.9671000242233276
540,0.9739999771118164
550,0.9693999886512756
560,0.9681000113487244
570,0.9764000177383423
580,0.9688000082969666
590,0.9706000089645386
600,0.9729999899864197
610,0.9725000262260437
620,0.973800003528595
630,0.9775999784469604
640,0.9779000282287598
650,0.9718000292778015
660,0.977400004863739
670,0.9745000004768372
680,0.9746999740600586
690,0.9750000238418579
700,0.9771999716758728
710,0.9710000157356262
720,0.9740999937057495
730,0.9768999814987183
740,0.978600025177002
750,0.9804999828338623
760,0.9778000116348267
770,0.9761999845504761
780,0.9763000011444092
790,0.9754999876022339
800,0.9796000123023987
810,0.9768999814987183
820,0.9767000079154968
830,0.9822999835014343
840,0.98089998960495
850,0.9812999963760376
860,0.979200005531311
870,0.9812999963760376
880,0.9768999814987183
890,0.9810000061988831
900,0.9835000038146973
910,0.9789000153541565
920,0.9812999963760376
930,0.9804999828338623
940,0.9819999933242798
950,0.9807999730110168
960,0.982699990272522
970,0.9832000136375427
980,0.9814000129699707
990,0.9815999865531921
1000,0.9787999987602234
1010,0.9829000234603882
