label_history,accuracy_history
20,0.38670000433921814
30,0.512499988079071
40,0.6031000018119812
50,0.6312000155448914
60,0.7305999994277954
70,0.7728000283241272
80,0.7501000165939331
90,0.8080999851226807
100,0.7965999841690063
110,0.8474000096321106
120,0.8432000279426575
130,0.8162999749183655
140,0.8174999952316284
150,0.8628000020980835
160,0.8623999953269958
170,0.8797000050544739
180,0.8794000148773193
190,0.8884999752044678
200,0.9052000045776367
210,0.9071999788284302
220,0.8920000195503235
230,0.9042999744415283
240,0.9103999733924866
250,0.9175000190734863
260,0.9228000044822693
270,0.9269000291824341
280,0.9251000285148621
290,0.9248999953269958
300,0.9394999742507935
310,0.9223999977111816
320,0.9437000155448914
330,0.9325000047683716
340,0.9423999786376953
350,0.9297999739646912
360,0.9444000124931335
370,0.9398000240325928
380,0.9574000239372253
390,0.9419999718666077
400,0.9490000009536743
410,0.9523000121116638
420,0.9508000016212463
430,0.9546999931335449
440,0.942300021648407
450,0.9580000042915344
460,0.9631999731063843
470,0.9578999876976013
480,0.9628000259399414
490,0.961899995803833
500,0.9571999907493591
510,0.9623000025749207
520,0.9646000266075134
530,0.9546999931335449
540,0.9552000164985657
550,0.9587000012397766
560,0.9606000185012817
570,0.9660000205039978
580,0.9656000137329102
590,0.9552000164985657
600,0.96670001745224
610,0.965499997138977
620,0.9635999798774719
630,0.9689000248908997
640,0.9696000218391418
650,0.9726999998092651
660,0.9726999998092651
670,0.9703999757766724
680,0.9722999930381775
690,0.9751999974250793
700,0.9739000201225281
710,0.9754999876022339
720,0.9722999930381775
730,0.9722999930381775
740,0.972000002861023
750,0.9743000268936157
760,0.9761000275611877
770,0.9742000102996826
780,0.9769999980926514
790,0.9765999913215637
800,0.9732000231742859
810,0.977400004863739
820,0.9783999919891357
830,0.9768000245094299
840,0.973800003528595
850,0.9789000153541565
860,0.9769999980926514
870,0.9768999814987183
880,0.9751999974250793
890,0.978600025177002
900,0.9790999889373779
910,0.9763000011444092
920,0.9807000160217285
930,0.9761999845504761
940,0.9800000190734863
950,0.9801999926567078
960,0.9754999876022339
970,0.9785000085830688
980,0.9778000116348267
990,0.9800999760627747
1000,0.9797999858856201
1010,0.9781000018119812
