label_history,accuracy_history
20,0.47360000014305115
30,0.5264000296592712
40,0.5390999913215637
50,0.5992000102996826
60,0.6862999796867371
70,0.7026000022888184
80,0.6816999912261963
90,0.7317000031471252
100,0.7103000283241272
110,0.7756999731063843
120,0.7985000014305115
130,0.798799991607666
140,0.8151999711990356
150,0.8672999739646912
160,0.887499988079071
170,0.8841000199317932
180,0.90829998254776
190,0.8984000086784363
200,0.9193000197410583
210,0.9265999794006348
220,0.9236999750137329
230,0.9236999750137329
240,0.9210000038146973
250,0.9143000245094299
260,0.9210000038146973
270,0.9388999938964844
280,0.9276000261306763
290,0.9433000087738037
300,0.9358000159263611
310,0.951200008392334
320,0.9487000107765198
330,0.9472000002861023
340,0.9571999907493591
350,0.9538999795913696
360,0.9508000016212463
370,0.9609000086784363
380,0.9621000289916992
390,0.9578999876976013
400,0.961899995803833
410,0.9603999853134155
420,0.9593999981880188
430,0.968500018119812
440,0.9607999920845032
450,0.9653000235557556
460,0.9606000185012817
470,0.9674999713897705
480,0.9721999764442444
490,0.9703999757766724
500,0.9682000279426575
510,0.968500018119812
520,0.9645000100135803
530,0.9684000015258789
540,0.9699000120162964
550,0.9646999835968018
560,0.9706000089645386
570,0.9725000262260437
580,0.9686999917030334
590,0.9742000102996826
600,0.9700000286102295
610,0.9728000164031982
620,0.9750999808311462
630,0.9718000292778015
640,0.9732000231742859
650,0.9761999845504761
660,0.9749000072479248
670,0.9775999784469604
680,0.9764999747276306
690,0.9793999791145325
700,0.9787999987602234
710,0.9768999814987183
720,0.9763000011444092
730,0.9735000133514404
740,0.9750999808311462
750,0.9779000282287598
760,0.9779999852180481
770,0.9750999808311462
780,0.9793999791145325
790,0.9787999987602234
800,0.9749000072479248
810,0.9776999950408936
820,0.9760000109672546
830,0.9783999919891357
840,0.9787999987602234
850,0.9763000011444092
860,0.9794999957084656
870,0.9767000079154968
880,0.9768999814987183
890,0.9758999943733215
900,0.9775000214576721
910,0.9822999835014343
920,0.9763000011444092
930,0.9776999950408936
940,0.9771999716758728
950,0.98089998960495
960,0.9789000153541565
970,0.9812999963760376
980,0.982699990272522
990,0.9815999865531921
1000,0.9818999767303467
1010,0.9810000061988831
